state_index,snr_db,delta_near,delta_far,sigma_n2,eta,relay_alpha_2_selected_relay,relay_alpha_2_gain,relay_alpha_2_optimal_rho,relay_alpha_2_min_avg_pep,relay_alpha_3_selected_relay,relay_alpha_3_gain,relay_alpha_3_optimal_rho,relay_alpha_3_min_avg_pep,lambda_1_optimal_rho,lambda_1_min_avg_pep
14,18.568269351324748,0.04690162853409819,0.5047700753063222,0.9078814706284858,0.8712519600334452,8,0.30911674885523205,0.17500000000000002,0.12250316622322152,8,0.708165651342897,0.125,0.11754888928586896,0.108,0.11604408193407159
15,29.468284151508072,0.11755581951403109,0.13388150531863457,0.6379298746456165,0.9298229350757845,3,0.12138091853000357,0.10500000000000001,0.014756099155134261,3,0.3044531310827588,0.069,0.01373236890124191,0.039,0.012999693414451757
16,25.1455754087781,0.009180603953024403,0.01058541894556047,0.784927822780808,0.884924253671111,1,0.14745916044453064,0.106,0.0002825170195384086,1,0.4128862328595751,0.066,0.00023602377409639996,0.043000000000000003,0.00021453228474982433
17,11.94960403840265,0.013745196616271159,0.018128145420004453,0.7695214721781606,0.654174969318855,3,0.686994468792987,0.224,0.06727046288589211,7,3.7744124494877513,0.114,0.04531728127274859,0.196,0.06022058025336077
18,17.95947384129689,0.04678630195985701,0.08223954498574466,0.903508523541153,0.9674034794467066,3,1.8356273435831263,0.07,0.009594147091436911,3,8.920407420779696,0.033,0.008590461788466758,0.093,0.010304568349513571
19,37.000523637315624,0.0941108013461172,0.09783996760181285,0.5140664186524242,0.9032342105854054,2,0.11869553172293655,0.054,0.005199294919941033,7,0.2990320210413694,0.035,0.0050079875033222365,0.019000000000000003,0.00486606003587875
20,7.087104764000904,0.002310517999640197,0.009817309056155356,0.5776315271620214,0.8318360681445979,5,1.8275177441134236,0.249,0.1851802365913011,5,11.415790623226425,0.127,0.13940562294921807,0.294,0.21082071261953395
21,10.452402378541441,0.01176602502177621,0.013259239078605068,0.596567929046063,0.9529486063409581,7,1.0707362215283973,0.20900000000000002,0.0903643032110216,7,4.141868773719755,0.123,0.06885817196499594,0.214,0.09197502092807558
22,6.9618250285335925,0.007485583862643864,0.02660381661106264,0.8887365689941045,0.9292710275852446,2,1.655941599929045,0.218,0.17467046481039342,2,10.605588052998339,0.106,0.13678364315085087,0.256,0.19235689188046123
23,9.043399528951161,0.0064963430133011596,0.017420772610847533,0.7134798107720564,0.7378548064698042,4,0.13773514810752202,0.385,0.24218025643633728,4,0.32512405715258014,0.333,0.18722278028777956,0.248,0.1361185859725742
24,17.41074385796751,0.00994652986633226,0.22641958518328364,0.8445086063533763,0.7945054296691032,5,0.13766654322001787,0.263,0.061221047625029,5,0.6109409986490506,0.151,0.047237426285209994,0.123,0.04478039582053997
25,21.558486188300265,0.06359453239790992,0.3840849299928518,0.7173208318586025,0.70142545571312,4,0.2966569839129497,0.164,0.09075039012822317,4,1.19016796603189,0.091,0.08437281818404699,0.098,0.08493823416215643
26,30.14122712550148,0.01815876823466451,0.9600542846096208,0.6002174460593763,0.6447879086647762,2,1.262993567713911,0.04,0.16666955950765874,2,12.211424221396058,0.013000000000000001,0.16555672478047734,0.045,0.16687266504541665
27,28.90301615687147,0.03502214221289734,0.07562851128304297,0.6810899117333437,0.7061240695929533,5,0.25544536928347905,0.084,0.001588249078041365,5,0.8287092758007378,0.048,0.0014578862615955424,0.044000000000000004,0.0014440710971953263
28,27.99703312388531,0.009340312799257719,0.03040840908607319,0.7854095322633627,0.982513683990944,6,0.5721209189555102,0.044000000000000004,0.0001465434008300348,6,3.228447055437733,0.019000000000000003,0.0001351631870245562,0.033,0.00014163537446962304
29,20.37965880745937,0.01413274439501156,0.6312286860121338,0.7767111843053203,0.7408942256535894,2,2.7948133723370843,0.066,0.13272669273085957,2,24.372895530517514,0.023,0.13022129082171066,0.10500000000000001,0.13529567307462603
30,4.462715602448357,0.0020823606976622952,0.019478875391827605,0.6603755565228904,0.8518988289912655,4,0.11799329029782078,0.41300000000000003,0.40828304985603603,4,0.4500493455727925,0.375,0.3451361498487069,0.333,0.3038985990298998
31,39.36282982848023,0.044475510948892884,0.06093805795252582,0.9531110044115959,0.641249163151115,6,1.2768088112860847,0.011,0.00060648287832471,6,7.275799807133313,0.005,0.0005987178466803633,0.013000000000000001,0.0006082335257464877
32,27.42762240850819,0.05141461650982634,0.5120363195369526,0.7605917999253728,0.6975011095881672,7,0.44338244160480633,0.076,0.1112355034951946,7,1.8432344293404126,0.039,0.10890138070456373,0.052000000000000005,0.10970178282702722
33,29.119602257898684,0.03247359698760317,0.10225453869723504,0.7670353358799404,0.7096482641739107,7,1.2348082952125101,0.038,0.0034956787261518074,4,7.881769230414428,0.015,0.0033470088958572064,0.042,0.0035238813872767727
34,32.4900525176459,0.07918329159540939,0.17234797481559136,0.5970088056157535,0.8382823881924452,4,0.29109890585748355,0.055,0.017397190116896083,2,1.963207984104139,0.022000000000000002,0.016521731372817317,0.031,0.01673693203895807
35,35.58729235473756,0.017472748296568984,0.07756660136752173,0.7689189851627818,0.8515187494732208,2,0.3042077986741146,0.034,0.0012071400925078024,2,0.6381423736691754,0.024,0.0011828103807972612,0.019000000000000003,0.0011720755938758876
36,33.263218498782855,0.8407438648030698,0.9167625082089572,0.6811496403521687,0.9885817458037935,1,0.47337464187600925,0.035,0.31859152801395363,1,1.129558374361906,0.023,0.3175274898563222,0.024,0.3176504815817879
37,20.91275545243722,0.12300053452017641,0.179014886554454,0.9992893262454131,0.8079714033505027,3,0.20998369129618644,0.162,0.036032125015233146,3,0.6416965501957913,0.1,0.031636655831012606,0.082,0.030555389859694443
38,29.400146020772233,0.01599671123772749,0.02914863660688721,0.5911301901948978,0.9916603155819641,3,0.5113201020793213,0.046,0.00010794501318803218,3,3.1903332821140475,0.019000000000000003,9.917610320589465e-05,0.033,0.00010367787501355807
39,32.681938878836725,0.18174729852292393,0.695313667857191,0.9257859548936944,0.7924744825060797,7,0.07380785552384066,0.08600000000000001,0.16090352292489338,3,0.2798232102778357,0.046,0.15754407089377997,0.025,0.15590377688669033
40,2.4278672821587786,0.006754749569663551,0.13569563688085237,0.8479648766901926,0.6830348479165865,5,0.7735753466014722,0.373,0.3834721539252488,3,3.910370042639127,0.28500000000000003,0.31593770889199707,0.363,0.3725492069912828
41,24.135118628719038,0.07467608188038263,0.09260813443923165,0.8152702205216918,0.6163275755101437,3,0.6310028756592599,0.08700000000000001,0.005507680280960936,3,3.2475994631778744,0.04,0.004914555483733041,0.07100000000000001,0.005280994529894861
42,35.9680604318213,0.011112738656734067,0.0763200656119551,0.5037061474212932,0.6591426976465032,5,0.3116350106826092,0.044000000000000004,0.0011558477853040594,6,0.9136371706043083,0.026000000000000002,0.0011144100970933157,0.025,0.0011118970341180978
43,27.703119675993296,0.05586495516927657,0.06375323887067846,0.7281195830163593,0.7895355093912011,7,1.2567325640217268,0.041,0.0013652955564860958,7,7.221980607971486,0.017,0.0012921738857862852,0.045,0.0013810658832546507
44,27.981602010667984,0.028974037596622922,0.7176468574601995,0.6843671906368876,0.9132189220283996,8,0.5666361715284901,0.059000000000000004,0.14322956057165348,8,2.4907476493093044,0.029,0.14165645439819197,0.045,0.14248538295522778
45,0.6826596322273604,0.08829222296719515,0.11446397261704164,0.7080190545578924,0.7279637296508746,4,0.44439842168398797,0.397,0.4445593780424558,4,1.2606214145088097,0.375,0.4136901713576121,0.382,0.42131397144461125
46,37.55626198987526,0.19092080921306803,0.47905803479410897,0.8106984381005005,0.6254264118736257,6,1.736092844188552,0.013000000000000001,0.1192447687240551,6,11.159601307490894,0.005,0.11860754580160765,0.017,0.1195807619640527
47,13.475732932745863,0.009650926172121365,0.07084435844138721,0.6346338353906993,0.6711953460304737,8,0.8557045455633719,0.196,0.0434241580978775,8,7.154732759380731,0.08,0.028887366333078035,0.184,0.04154984608671014
48,11.53170288263332,0.013898591162067965,0.9533536796697039,0.9462045260800518,0.9163539484502494,1,2.419756453289666,0.131,0.19869642090213044,1,23.68904477253015,0.047,0.18871101281406932,0.185,0.20727508954568924
49,9.982204633981322,0.009971331103691063,0.06095154864894467,0.965876609364247,0.6684248668386636,8,0.9147526336130767,0.222,0.10658284268621837,8,4.052931197401402,0.125,0.07982419412088212,0.215,0.10426229670821266
50,37.90865301770539,0.016166156796235107,0.06275552301551389,0.7077235082318571,0.8312848594462534,2,0.3006484807534934,0.028,0.0005443970581090196,2,1.9426748365754278,0.011,0.0005265567562470486,0.015,0.0005310464463285092
51,31.879973741015917,0.011209222409118444,0.023642340240078615,0.7792086592992948,0.8689987212146629,7,0.5298577159159996,0.033,3.7936704105734353e-05,7,4.458671347895933,0.011,3.561722061729e-05,0.024,3.695320580784922e-05
52,9.75406431549223,0.017584237805603364,0.05396598310010137,0.916171900935021,0.7939450838021106,4,0.5307110511361055,0.259,0.12607405884429226,2,1.8255222893087961,0.168,0.09429272096032063,0.21,0.10707580513106196
53,17.30835722585088,0.04393236376019629,0.527563951138414,0.6484814741382381,0.6137338114823719,7,4.135751331563407,0.08800000000000001,0.12063202158633457,7,32.95859779600994,0.033,0.11645183434390965,0.16,0.12755790311676546
54,33.90861281638507,0.0475891497302406,0.9542931626985204,0.8113016856834814,0.6309330432331611,6,0.9221079920371514,0.027000000000000003,0.16582485132793864,6,6.852390767631371,0.010000000000000002,0.16513088499452339,0.026000000000000002,0.16578128428673952
55,22.400110632229516,0.005271862270745871,0.9099393177021393,0.7483792517558054,0.904104363546938,8,0.9675266757053541,0.081,0.16484936311660375,8,5.05857600316759,0.037000000000000005,0.16277395313832435,0.079,0.1647889759547671
56,29.75228323155794,0.02497235957679795,0.7891494931125242,0.6391008468722147,0.9740408008362561,4,0.32755543234657947,0.064,0.15183341936612738,4,0.8035886483862692,0.042,0.15073205663502073,0.038,0.15053082820021663
