SNR_dB,rho,Near_user_PEP,Far_user_PEP,Average_PEP,kappa,selected_relay,selected_relay_gain
10.00000,0.68769,0.18457,0.19760,0.19108,2.00000,2.00000,0.43179
10.00000,0.69221,0.18605,0.19904,0.19255,2.00000,2.00000,0.43179
10.00000,0.69673,0.18757,0.20051,0.19404,2.00000,2.00000,0.43179
10.00000,0.70126,0.18911,0.20200,0.19555,2.00000,2.00000,0.43179
10.00000,0.70578,0.19067,0.20352,0.19710,2.00000,2.00000,0.43179
10.00000,0.71030,0.19227,0.20507,0.19867,2.00000,2.00000,0.43179
10.00000,0.71482,0.19390,0.20664,0.20027,2.00000,2.00000,0.43179
10.00000,0.71935,0.19555,0.20824,0.20190,2.00000,2.00000,0.43179
10.00000,0.72387,0.19723,0.20987,0.20355,2.00000,2.00000,0.43179
10.00000,0.72839,0.19895,0.21154,0.20524,2.00000,2.00000,0.43179
10.00000,0.73291,0.20070,0.21323,0.20696,2.00000,2.00000,0.43179
10.00000,0.73744,0.20248,0.21495,0.20872,2.00000,2.00000,0.43179
10.00000,0.74196,0.20429,0.21671,0.21050,2.00000,2.00000,0.43179
10.00000,0.74648,0.20614,0.21850,0.21232,2.00000,2.00000,0.43179
10.00000,0.75101,0.20803,0.22032,0.21417,2.00000,2.00000,0.43179
10.00000,0.75553,0.20995,0.22218,0.21606,2.00000,2.00000,0.43179
10.00000,0.76005,0.21190,0.22407,0.21799,2.00000,2.00000,0.43179
10.00000,0.76457,0.21390,0.22601,0.21995,2.00000,2.00000,0.43179
10.00000,0.76910,0.21594,0.22798,0.22196,2.00000,2.00000,0.43179
10.00000,0.77362,0.21802,0.22998,0.22400,2.00000,2.00000,0.43179
10.00000,0.77814,0.22014,0.23203,0.22609,2.00000,2.00000,0.43179
10.00000,0.78266,0.22230,0.23413,0.22822,2.00000,2.00000,0.43179
10.00000,0.78719,0.22451,0.23626,0.23039,2.00000,2.00000,0.43179
10.00000,0.79171,0.22677,0.23844,0.23261,2.00000,2.00000,0.43179
10.00000,0.79623,0.22908,0.24067,0.23487,2.00000,2.00000,0.43179
10.00000,0.80075,0.23143,0.24294,0.23719,2.00000,2.00000,0.43179
10.00000,0.80528,0.23384,0.24526,0.23955,2.00000,2.00000,0.43179
10.00000,0.80980,0.23630,0.24764,0.24197,2.00000,2.00000,0.43179
10.00000,0.81432,0.23882,0.25006,0.24444,2.00000,2.00000,0.43179
10.00000,0.81884,0.24139,0.25254,0.24697,2.00000,2.00000,0.43179
10.00000,0.82337,0.24402,0.25508,0.24955,2.00000,2.00000,0.43179
10.00000,0.82789,0.24672,0.25768,0.25220,2.00000,2.00000,0.43179
10.00000,0.83241,0.24948,0.26034,0.25491,2.00000,2.00000,0.43179
10.00000,0.83693,0.25231,0.26307,0.25769,2.00000,2.00000,0.43179
10.00000,0.84146,0.25521,0.26586,0.26053,2.00000,2.00000,0.43179
10.00000,0.84598,0.25818,0.26872,0.26345,2.00000,2.00000,0.43179
10.00000,0.85050,0.26123,0.27165,0.26644,2.00000,2.00000,0.43179
10.00000,0.85503,0.26436,0.27466,0.26951,2.00000,2.00000,0.43179
10.00000,0.85955,0.26757,0.27775,0.27266,2.00000,2.00000,0.43179
10.00000,0.86407,0.27087,0.28093,0.27590,2.00000,2.00000,0.43179
10.00000,0.86859,0.27426,0.28419,0.27923,2.00000,2.00000,0.43179
10.00000,0.87312,0.27776,0.28755,0.28265,2.00000,2.00000,0.43179
10.00000,0.87764,0.28135,0.29100,0.28618,2.00000,2.00000,0.43179
10.00000,0.88216,0.28505,0.29456,0.28981,2.00000,2.00000,0.43179
10.00000,0.88668,0.28887,0.29822,0.29355,2.00000,2.00000,0.43179
10.00000,0.89121,0.29281,0.30201,0.29741,2.00000,2.00000,0.43179
10.00000,0.89573,0.29688,0.30591,0.30139,2.00000,2.00000,0.43179
10.00000,0.90025,0.30108,0.30995,0.30551,2.00000,2.00000,0.43179
10.00000,0.90477,0.30543,0.31412,0.30978,2.00000,2.00000,0.43179
10.00000,0.90930,0.30995,0.31845,0.31420,2.00000,2.00000,0.43179
10.00000,0.91382,0.31462,0.32293,0.31878,2.00000,2.00000,0.43179
10.00000,0.91834,0.31949,0.32759,0.32354,2.00000,2.00000,0.43179
10.00000,0.92286,0.32455,0.33244,0.32849,2.00000,2.00000,0.43179
10.00000,0.92739,0.32982,0.33749,0.33366,2.00000,2.00000,0.43179
10.00000,0.93191,0.33533,0.34277,0.33905,2.00000,2.00000,0.43179
10.00000,0.93643,0.34110,0.34829,0.34470,2.00000,2.00000,0.43179
10.00000,0.94095,0.34716,0.35409,0.35063,2.00000,2.00000,0.43179
10.00000,0.94548,0.35354,0.36019,0.35686,2.00000,2.00000,0.43179
10.00000,0.95000,0.36027,0.36663,0.36345,2.00000,2.00000,0.43179
20.00000,0.05000,0.00270,0.01601,0.00936,2.00000,2.00000,0.43179
20.00000,0.05452,0.00264,0.01566,0.00915,2.00000,2.00000,0.43179
20.00000,0.05905,0.00259,0.01537,0.00898,2.00000,2.00000,0.43179
20.00000,0.06357,0.00255,0.01514,0.00884,2.00000,2.00000,0.43179
20.00000,0.06809,0.00252,0.01495,0.00873,2.00000,2.00000,0.43179
20.00000,0.07261,0.00249,0.01479,0.00864,2.00000,2.00000,0.43179
20.00000,0.07714,0.00247,0.01466,0.00856,2.00000,2.00000,0.43179
20.00000,0.08166,0.00245,0.01455,0.00850,2.00000,2.00000,0.43179
20.00000,0.08618,0.00244,0.01446,0.00845,2.00000,2.00000,0.43179
20.00000,0.09070,0.00244,0.01438,0.00841,2.00000,2.00000,0.43179
20.00000,0.09523,0.00243,0.01432,0.00838,2.00000,2.00000,0.43179
20.00000,0.09975,0.00243,0.01427,0.00835,2.00000,2.00000,0.43179
20.00000,0.10427,0.00243,0.01424,0.00833,2.00000,2.00000,0.43179
20.00000,0.10879,0.00243,0.01421,0.00832,2.00000,2.00000,0.43179
20.00000,0.11332,0.00243,0.01419,0.00831,2.00000,2.00000,0.43179
20.00000,0.11784,0.00243,0.01418,0.00831,2.00000,2.00000,0.43179
20.00000,0.12236,0.00244,0.01418,0.00831,2.00000,2.00000,0.43179
20.00000,0.12688,0.00245,0.01418,0.00831,2.00000,2.00000,0.43179
20.00000,0.13141,0.00245,0.01418,0.00832,2.00000,2.00000,0.43179
20.00000,0.13593,0.00246,0.01420,0.00833,2.00000,2.00000,0.43179
20.00000,0.14045,0.00247,0.01421,0.00834,2.00000,2.00000,0.43179
20.00000,0.14497,0.00249,0.01424,0.00836,2.00000,2.00000,0.43179
20.00000,0.14950,0.00250,0.01426,0.00838,2.00000,2.00000,0.43179
20.00000,0.15402,0.00251,0.01429,0.00840,2.00000,2.00000,0.43179
20.00000,0.15854,0.00252,0.01432,0.00842,2.00000,2.00000,0.43179
20.00000,0.16307,0.00254,0.01436,0.00845,2.00000,2.00000,0.43179
20.00000,0.16759,0.00255,0.01440,0.00848,2.00000,2.00000,0.43179
20.00000,0.17211,0.00257,0.01444,0.00851,2.00000,2.00000,0.43179
20.00000,0.17663,0.00259,0.01449,0.00854,2.00000,2.00000,0.43179
20.00000,0.18116,0.00260,0.01454,0.00857,2.00000,2.00000,0.43179
20.00000,0.18568,0.00262,0.01459,0.00860,2.00000,2.00000,0.43179
20.00000,0.19020,0.00264,0.01464,0.00864,2.00000,2.00000,0.43179
20.00000,0.19472,0.00266,0.01470,0.00868,2.00000,2.00000,0.43179
20.00000,0.19925,0.00268,0.01476,0.00872,2.00000,2.00000,0.43179
20.00000,0.20377,0.00270,0.01482,0.00876,2.00000,2.00000,0.43179
20.00000,0.20829,0.00272,0.01488,0.00880,2.00000,2.00000,0.43179
20.00000,0.21281,0.00274,0.01494,0.00884,2.00000,2.00000,0.43179
20.00000,0.21734,0.00276,0.01501,0.00889,2.00000,2.00000,0.43179
20.00000,0.22186,0.00279,0.01508,0.00893,2.00000,2.00000,0.43179
20.00000,0.22638,0.00281,0.01515,0.00898,2.00000,2.00000,0.43179
20.00000,0.23090,0.00283,0.01523,0.00903,2.00000,2.00000,0.43179
20.00000,0.23543,0.00286,0.01530,0.00908,2.00000,2.00000,0.43179
20.00000,0.23995,0.00288,0.01538,0.00913,2.00000,2.00000,0.43179
20.00000,0.24447,0.00291,0.01546,0.00918,2.00000,2.00000,0.43179
20.00000,0.24899,0.00294,0.01554,0.00924,2.00000,2.00000,0.43179
20.00000,0.25352,0.00296,0.01562,0.00929,2.00000,2.00000,0.43179
20.00000,0.25804,0.00299,0.01571,0.00935,2.00000,2.00000,0.43179
20.00000,0.26256,0.00302,0.01580,0.00941,2.00000,2.00000,0.43179
20.00000,0.26709,0.00305,0.01588,0.00947,2.00000,2.00000,0.43179
20.00000,0.27161,0.00308,0.01598,0.00953,2.00000,2.00000,0.43179
20.00000,0.27613,0.00311,0.01607,0.00959,2.00000,2.00000,0.43179
20.00000,0.28065,0.00314,0.01616,0.00965,2.00000,2.00000,0.43179
20.00000,0.28518,0.00317,0.01626,0.00971,2.00000,2.00000,0.43179
20.00000,0.28970,0.00320,0.01636,0.00978,2.00000,2.00000,0.43179
20.00000,0.29422,0.00323,0.01646,0.00985,2.00000,2.00000,0.43179
20.00000,0.29874,0.00327,0.01656,0.00991,2.00000,2.00000,0.43179
20.00000,0.30327,0.00330,0.01667,0.00998,2.00000,2.00000,0.43179
20.00000,0.30779,0.00333,0.01677,0.01005,2.00000,2.00000,0.43179
20.00000,0.31231,0.00337,0.01688,0.01013,2.00000,2.00000,0.43179
20.00000,0.31683,0.00341,0.01699,0.01020,2.00000,2.00000,0.43179
20.00000,0.32136,0.00344,0.01711,0.01027,2.00000,2.00000,0.43179
20.00000,0.32588,0.00348,0.01722,0.01035,2.00000,2.00000,0.43179
20.00000,0.33040,0.00352,0.01734,0.01043,2.00000,2.00000,0.43179
20.00000,0.33492,0.00356,0.01746,0.01051,2.00000,2.00000,0.43179
20.00000,0.33945,0.00360,0.01758,0.01059,2.00000,2.00000,0.43179
20.00000,0.34397,0.00364,0.01771,0.01067,2.00000,2.00000,0.43179
20.00000,0.34849,0.00368,0.01783,0.01075,2.00000,2.00000,0.43179
20.00000,0.35302,0.00372,0.01796,0.01084,2.00000,2.00000,0.43179
20.00000,0.35754,0.00376,0.01809,0.01093,2.00000,2.00000,0.43179
20.00000,0.36206,0.00381,0.01822,0.01102,2.00000,2.00000,0.43179
20.00000,0.36658,0.00385,0.01836,0.01111,2.00000,2.00000,0.43179
20.00000,0.37111,0.00390,0.01850,0.01120,2.00000,2.00000,0.43179
20.00000,0.37563,0.00394,0.01864,0.01129,2.00000,2.00000,0.43179
20.00000,0.38015,0.00399,0.01878,0.01139,2.00000,2.00000,0.43179
20.00000,0.38467,0.00404,0.01893,0.01148,2.00000,2.00000,0.43179
20.00000,0.38920,0.00409,0.01908,0.01158,2.00000,2.00000,0.43179
20.00000,0.39372,0.00414,0.01923,0.01168,2.00000,2.00000,0.43179
20.00000,0.39824,0.00419,0.01938,0.01179,2.00000,2.00000,0.43179
20.00000,0.40276,0.00424,0.01954,0.01189,2.00000,2.00000,0.43179
20.00000,0.40729,0.00430,0.01970,0.01200,2.00000,2.00000,0.43179
20.00000,0.41181,0.00435,0.01986,0.01211,2.00000,2.00000,0.43179
20.00000,0.41633,0.00441,0.02003,0.01222,2.00000,2.00000,0.43179
20.00000,0.42085,0.00447,0.02020,0.01233,2.00000,2.00000,0.43179
20.00000,0.42538,0.00453,0.02037,0.01245,2.00000,2.00000,0.43179
20.00000,0.42990,0.00459,0.02054,0.01256,2.00000,2.00000,0.43179
20.00000,0.43442,0.00465,0.02072,0.01268,2.00000,2.00000,0.43179
20.00000,0.43894,0.00471,0.02090,0.01281,2.00000,2.00000,0.43179
20.00000,0.44347,0.00477,0.02109,0.01293,2.00000,2.00000,0.43179
20.00000,0.44799,0.00484,0.02128,0.01306,2.00000,2.00000,0.43179
20.00000,0.45251,0.00490,0.02147,0.01319,2.00000,2.00000,0.43179
20.00000,0.45704,0.00497,0.02166,0.01332,2.00000,2.00000,0.43179
20.00000,0.46156,0.00504,0.02186,0.01345,2.00000,2.00000,0.43179
20.00000,0.46608,0.00511,0.02207,0.01359,2.00000,2.00000,0.43179
20.00000,0.47060,0.00519,0.02227,0.01373,2.00000,2.00000,0.43179
20.00000,0.47513,0.00526,0.02248,0.01387,2.00000,2.00000,0.43179
20.00000,0.47965,0.00534,0.02270,0.01402,2.00000,2.00000,0.43179
20.00000,0.48417,0.00541,0.02292,0.01417,2.00000,2.00000,0.43179
20.00000,0.48869,0.00549,0.02314,0.01432,2.00000,2.00000,0.43179
20.00000,0.49322,0.00558,0.02337,0.01447,2.00000,2.00000,0.43179
20.00000,0.49774,0.00566,0.02360,0.01463,2.00000,2.00000,0.43179
20.00000,0.50226,0.00575,0.02384,0.01479,2.00000,2.00000,0.43179
20.00000,0.50678,0.00583,0.02408,0.01496,2.00000,2.00000,0.43179
20.00000,0.51131,0.00592,0.02433,0.01513,2.00000,2.00000,0.43179
20.00000,0.51583,0.00601,0.02458,0.01530,2.00000,2.00000,0.43179
20.00000,0.52035,0.00611,0.02484,0.01547,2.00000,2.00000,0.43179
20.00000,0.52487,0.00621,0.02510,0.01565,2.00000,2.00000,0.43179
20.00000,0.52940,0.00630,0.02537,0.01584,2.00000,2.00000,0.43179
20.00000,0.53392,0.00641,0.02564,0.01603,2.00000,2.00000,0.43179
20.00000,0.53844,0.00651,0.02592,0.01622,2.00000,2.00000,0.43179
20.00000,0.54296,0.00662,0.02621,0.01641,2.00000,2.00000,0.43179
20.00000,0.54749,0.00673,0.02650,0.01661,2.00000,2.00000,0.43179
20.00000,0.55201,0.00684,0.02680,0.01682,2.00000,2.00000,0.43179
20.00000,0.55653,0.00695,0.02711,0.01703,2.00000,2.00000,0.43179
20.00000,0.56106,0.00707,0.02742,0.01724,2.00000,2.00000,0.43179
20.00000,0.56558,0.00719,0.02773,0.01746,2.00000,2.00000,0.43179
20.00000,0.57010,0.00732,0.02806,0.01769,2.00000,2.00000,0.43179
20.00000,0.57462,0.00744,0.02839,0.01792,2.00000,2.00000,0.43179
20.00000,0.57915,0.00758,0.02873,0.01815,2.00000,2.00000,0.43179
20.00000,0.58367,0.00771,0.02908,0.01840,2.00000,2.00000,0.43179
20.00000,0.58819,0.00785,0.02944,0.01864,2.00000,2.00000,0.43179
20.00000,0.59271,0.00799,0.02980,0.01890,2.00000,2.00000,0.43179
20.00000,0.59724,0.00814,0.03017,0.01916,2.00000,2.00000,0.43179
20.00000,0.60176,0.00829,0.03056,0.01942,2.00000,2.00000,0.43179
20.00000,0.60628,0.00845,0.03095,0.01970,2.00000,2.00000,0.43179
20.00000,0.61080,0.00860,0.03135,0.01998,2.00000,2.00000,0.43179
20.00000,0.61533,0.00877,0.03176,0.02026,2.00000,2.00000,0.43179
20.00000,0.61985,0.00894,0.03218,0.02056,2.00000,2.00000,0.43179
20.00000,0.62437,0.00911,0.03261,0.02086,2.00000,2.00000,0.43179
20.00000,0.62889,0.00929,0.03305,0.02117,2.00000,2.00000,0.43179
20.00000,0.63342,0.00948,0.03350,0.02149,2.00000,2.00000,0.43179
20.00000,0.63794,0.00967,0.03397,0.02182,2.00000,2.00000,0.43179
20.00000,0.64246,0.00986,0.03444,0.02215,2.00000,2.00000,0.43179
20.00000,0.64698,0.01007,0.03493,0.02250,2.00000,2.00000,0.43179
20.00000,0.65151,0.01028,0.03543,0.02285,2.00000,2.00000,0.43179
20.00000,0.65603,0.01049,0.03594,0.02322,2.00000,2.00000,0.43179
20.00000,0.66055,0.01072,0.03647,0.02359,2.00000,2.00000,0.43179
20.00000,0.66508,0.01095,0.03701,0.02398,2.00000,2.00000,0.43179
20.00000,0.66960,0.01118,0.03757,0.02438,2.00000,2.00000,0.43179
20.00000,0.67412,0.01143,0.03814,0.02479,2.00000,2.00000,0.43179
20.00000,0.67864,0.01169,0.03873,0.02521,2.00000,2.00000,0.43179
20.00000,0.68317,0.01195,0.03934,0.02564,2.00000,2.00000,0.43179
20.00000,0.68769,0.01222,0.03996,0.02609,2.00000,2.00000,0.43179
20.00000,0.69221,0.01250,0.04060,0.02655,2.00000,2.00000,0.43179
20.00000,0.69673,0.01279,0.04126,0.02702,2.00000,2.00000,0.43179
20.00000,0.70126,0.01310,0.04193,0.02752,2.00000,2.00000,0.43179
20.00000,0.70578,0.01341,0.04263,0.02802,2.00000,2.00000,0.43179
20.00000,0.71030,0.01374,0.04335,0.02854,2.00000,2.00000,0.43179
20.00000,0.71482,0.01407,0.04409,0.02908,2.00000,2.00000,0.43179
20.00000,0.71935,0.01442,0.04485,0.02964,2.00000,2.00000,0.43179
20.00000,0.72387,0.01479,0.04564,0.03021,2.00000,2.00000,0.43179
20.00000,0.72839,0.01516,0.04645,0.03081,2.00000,2.00000,0.43179
20.00000,0.73291,0.01556,0.04729,0.03142,2.00000,2.00000,0.43179
20.00000,0.73744,0.01596,0.04816,0.03206,2.00000,2.00000,0.43179
20.00000,0.74196,0.01639,0.04905,0.03272,2.00000,2.00000,0.43179
20.00000,0.74648,0.01683,0.04998,0.03340,2.00000,2.00000,0.43179
20.00000,0.75101,0.01729,0.05093,0.03411,2.00000,2.00000,0.43179
20.00000,0.75553,0.01777,0.05192,0.03484,2.00000,2.00000,0.43179
20.00000,0.76005,0.01827,0.05294,0.03561,2.00000,2.00000,0.43179
20.00000,0.76457,0.01880,0.05400,0.03640,2.00000,2.00000,0.43179
20.00000,0.76910,0.01934,0.05509,0.03722,2.00000,2.00000,0.43179
20.00000,0.77362,0.01991,0.05622,0.03807,2.00000,2.00000,0.43179
20.00000,0.77814,0.02051,0.05740,0.03895,2.00000,2.00000,0.43179
20.00000,0.78266,0.02113,0.05862,0.03987,2.00000,2.00000,0.43179
20.00000,0.78719,0.02178,0.05988,0.04083,2.00000,2.00000,0.43179
20.00000,0.79171,0.02247,0.06119,0.04183,2.00000,2.00000,0.43179
20.00000,0.79623,0.02318,0.06256,0.04287,2.00000,2.00000,0.43179
20.00000,0.80075,0.02394,0.06397,0.04396,2.00000,2.00000,0.43179
20.00000,0.80528,0.02473,0.06545,0.04509,2.00000,2.00000,0.43179
20.00000,0.80980,0.02556,0.06698,0.04627,2.00000,2.00000,0.43179
20.00000,0.81432,0.02643,0.06858,0.04751,2.00000,2.00000,0.43179
20.00000,0.81884,0.02735,0.07024,0.04880,2.00000,2.00000,0.43179
20.00000,0.82337,0.02832,0.07198,0.05015,2.00000,2.00000,0.43179
20.00000,0.82789,0.02935,0.07379,0.05157,2.00000,2.00000,0.43179
20.00000,0.83241,0.03043,0.07568,0.05305,2.00000,2.00000,0.43179
20.00000,0.83693,0.03157,0.07766,0.05461,2.00000,2.00000,0.43179
20.00000,0.84146,0.03278,0.07972,0.05625,2.00000,2.00000,0.43179
20.00000,0.84598,0.03406,0.08188,0.05797,2.00000,2.00000,0.43179
20.00000,0.85050,0.03542,0.08415,0.05979,2.00000,2.00000,0.43179
20.00000,0.85503,0.03686,0.08653,0.06170,2.00000,2.00000,0.43179
20.00000,0.85955,0.03840,0.08902,0.06371,2.00000,2.00000,0.43179
20.00000,0.86407,0.04004,0.09164,0.06584,2.00000,2.00000,0.43179
20.00000,0.86859,0.04178,0.09440,0.06809,2.00000,2.00000,0.43179
20.00000,0.87312,0.04365,0.09730,0.07047,2.00000,2.00000,0.43179
20.00000,0.87764,0.04564,0.10036,0.07300,2.00000,2.00000,0.43179
20.00000,0.88216,0.04778,0.10359,0.07568,2.00000,2.00000,0.43179
20.00000,0.88668,0.05008,0.10700,0.07854,2.00000,2.00000,0.43179
20.00000,0.89121,0.05255,0.11061,0.08158,2.00000,2.00000,0.43179
20.00000,0.89573,0.05521,0.11444,0.08482,2.00000,2.00000,0.43179
20.00000,0.90025,0.05808,0.11850,0.08829,2.00000,2.00000,0.43179
20.00000,0.90477,0.06120,0.12282,0.09201,2.00000,2.00000,0.43179
20.00000,0.90930,0.06457,0.12742,0.09600,2.00000,2.00000,0.43179
20.00000,0.91382,0.06825,0.13232,0.10029,2.00000,2.00000,0.43179
20.00000,0.91834,0.07226,0.13757,0.10491,2.00000,2.00000,0.43179
20.00000,0.92286,0.07665,0.14319,0.10992,2.00000,2.00000,0.43179
20.00000,0.92739,0.08147,0.14923,0.11535,2.00000,2.00000,0.43179
20.00000,0.93191,0.08678,0.15574,0.12126,2.00000,2.00000,0.43179
20.00000,0.93643,0.09265,0.16276,0.12770,2.00000,2.00000,0.43179
20.00000,0.94095,0.09917,0.17037,0.13477,2.00000,2.00000,0.43179
20.00000,0.94548,0.10645,0.17866,0.14255,2.00000,2.00000,0.43179
20.00000,0.95000,0.11462,0.18770,0.15116,2.00000,2.00000,0.43179
